 > params amount: 7,340,752
batch loss | 2.1180124283 |          1 | 3.7294492721557617
batch loss | 1.8726649284 |          2 | 3.9154775142669678
batch loss | 1.7599329948 |          3 | 4.105007648468018
batch loss | 1.6869914532 |          4 | 4.304309606552124
batch loss | 1.6254036427 |          5 | 4.499596118927002
batch loss | 1.5799697638 |          6 | 4.693162202835083
batch loss | 1.5354071856 |          7 | 4.880097150802612
batch loss | 1.4992619753 |          8 | 5.067323923110962
batch loss | 1.4533389807 |          9 | 5.254901885986328
batch loss | 1.4241970778 |         10 | 5.447695016860962
batch loss | 1.3855502605 |         11 | 5.645327806472778
batch loss | 1.3583399057 |         12 | 5.831092119216919
batch loss | 1.3029391766 |         13 | 6.016979455947876
batch loss | 1.2705987692 |         14 | 6.205361604690552
batch loss | 1.2285747528 |         15 | 6.3931310176849365
batch loss | 1.2155977488 |         16 | 6.5760204792022705
batch loss | 1.1843767166 |         17 | 6.760487794876099
batch loss | 1.1631984711 |         18 | 6.943148612976074
batch loss | 1.1328954697 |         19 | 7.126403331756592
batch loss | 1.1032465696 |         20 | 7.311551570892334
batch loss | 1.0781173706 |         21 | 7.494456768035889
batch loss | 1.0645624399 |         22 | 7.6782543659210205
batch loss | 1.0318671465 |         23 | 7.862028360366821
batch loss | 1.0242571831 |         24 | 8.045017004013062
batch loss | 1.0073188543 |         25 | 8.229417085647583
batch loss | 0.9743276834 |         26 | 8.416934728622437
batch loss | 0.9683681726 |         27 | 8.600056171417236
batch loss | 0.9437562227 |         28 | 8.782546997070312
batch loss | 0.9409320951 |         29 | 8.96658706665039
batch loss | 0.9255350828 |         30 | 9.149048328399658
batch loss | 0.9168409109 |         31 | 9.337774515151978
batch loss | 0.8812242746 |         32 | 9.521820545196533
batch loss | 0.8769865036 |         33 | 9.70507526397705
batch loss | 0.8699532747 |         34 | 9.887370824813843
batch loss | 0.8487291932 |         35 | 10.070773363113403
batch loss | 0.8300300241 |         36 | 10.25551962852478
batch loss | 0.8187571764 |         37 | 10.43840217590332
batch loss | 0.8124542832 |         38 | 10.621875047683716
batch loss | 0.7972275615 |         39 | 10.804354906082153
batch loss | 0.7772925496 |         40 | 10.987126111984253
batch loss | 0.7705021501 |         41 | 11.172280073165894
batch loss | 0.7606049180 |         42 | 11.35495114326477
batch loss | 0.7753216624 |         43 | 11.54121470451355
batch loss | 0.7476757765 |         44 | 11.731050491333008
batch loss | 0.7423569560 |         45 | 11.914119958877563
batch loss | 0.7273362279 |         46 | 12.097938776016235
batch loss | 0.7366146445 |         47 | 12.286361694335938
batch loss | 0.7288179994 |         48 | 12.471712827682495
batch loss | 0.7238934040 |         49 | 12.656020164489746
batch loss | 0.7051147223 |         50 | 12.841003656387329
batch loss | 0.6841576099 |         51 | 13.030149221420288
batch loss | 0.6830932498 |         52 | 13.216676950454712
batch loss | 0.6805744767 |         53 | 13.40173602104187
batch loss | 0.6667965055 |         54 | 13.59468388557434
batch loss | 0.6681436896 |         55 | 13.779043674468994
batch loss | 0.6664426327 |         56 | 13.96465277671814
batch loss | 0.6629668474 |         57 | 14.15602159500122
batch loss | 0.6534929276 |         58 | 14.341305255889893
batch loss | 0.6546952128 |         59 | 14.530847787857056
batch loss | 0.6546735168 |         60 | 14.715216636657715
batch loss | 0.6582522392 |         61 | 14.89893388748169
batch loss | 0.6428864002 |         62 | 15.084342002868652
batch loss | 0.6424681544 |         63 | 15.27019715309143
batch loss | 0.6331304908 |         64 | 15.454931497573853
batch loss | 0.6351307034 |         65 | 15.639174461364746
batch loss | 0.6490598917 |         66 | 15.823640584945679
batch loss | 0.6090698242 |         67 | 16.01102304458618
batch loss | 0.6287763715 |         68 | 16.197492361068726
batch loss | 0.6522881985 |         69 | 16.385703563690186
batch loss | 0.6061118841 |         70 | 16.570590257644653
batch loss | 0.6109635234 |         71 | 16.755489826202393
batch loss | 0.6050766110 |         72 | 16.94182300567627
batch loss | 0.5967079401 |         73 | 17.125874996185303
batch loss | 0.6053231955 |         74 | 17.312491178512573
batch loss | 0.5896961689 |         75 | 17.497173309326172
batch loss | 0.6007198095 |         76 | 17.682063102722168
batch loss | 0.5839912891 |         77 | 17.866482973098755
batch loss | 0.5648151636 |         78 | 18.050360918045044
batch loss | 0.5921299458 |         79 | 18.240421295166016
batch loss | 0.5926310420 |         80 | 18.425954818725586
batch loss | 0.6021950841 |         81 | 18.610376119613647
batch loss | 0.5829968452 |         82 | 18.79534077644348
batch loss | 0.5708983541 |         83 | 18.98028254508972
batch loss | 0.5724694729 |         84 | 19.185473203659058
batch loss | 0.5649303198 |         85 | 19.37070059776306
batch loss | 0.5628170371 |         86 | 19.55474305152893
batch loss | 0.6001516581 |         87 | 19.741801500320435
batch loss | 0.5741993785 |         88 | 19.92625880241394
batch loss | 0.5658016205 |         89 | 20.111387491226196
batch loss | 0.5591100454 |         90 | 20.29780912399292
batch loss | 0.5823618770 |         91 | 20.482791900634766
batch loss | 0.5873748064 |         92 | 20.667006015777588
batch loss | 0.5603889227 |         93 | 20.850929260253906
batch loss | 0.5392126441 |         94 | 21.03501534461975
batch loss | 0.5458208323 |         95 | 21.22145366668701
batch loss | 0.5748398304 |         96 | 21.405120372772217
batch loss | 0.5465745330 |         97 | 21.589542150497437
batch loss | 0.5416512489 |         98 | 21.7733097076416
batch loss | 0.5680024624 |         99 | 21.957281589508057
batch loss | 0.5556690097 |        100 | 22.1410915851593
batch loss | 0.5464228988 |        101 | 22.327898740768433
